Host.Family,BLFamilyLatin,species_clean,species_jetz,foraging_cat,elevation_cat,TipLabel,Full_Label,sociality,keycol,valuecol
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P121606,1,ectos_binomial2,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P120679,1,ectos_binomial2,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P110129,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P110406,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P115912,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P116225,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P120659,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P121030,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P121606,1,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P120679,1,ectos_binomial3,_
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,P110063,1,ectos_binomial,Philopteridae_new sp?
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,M884,1,ectos_binomial,Ricinus_new sp?/contamination?
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,P116013,1,ectos_binomial,Ricinus_new sp?/contamination?
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,P110063,1,ectos_binomial2,_
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,M884,1,ectos_binomial2,_
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,P116013,1,ectos_binomial2,Philopteridae_new sp?
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,P110063,1,ectos_binomial3,_
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,M884,1,ectos_binomial3,_
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,ground-understory,lowland_iquitos,Lepidothrix_coronata,P116013,1,ectos_binomial3,_
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116059,0,ectos_binomial,Cotingacola_lutzae?
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116131,0,ectos_binomial,Cotingacola_lutzae?
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116059,0,ectos_binomial2,_
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116131,0,ectos_binomial2,_
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116059,0,ectos_binomial3,_
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116131,0,ectos_binomial3,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P115976,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P116172,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P116232,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P130233,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P115976,1,ectos_binomial2,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P116172,1,ectos_binomial2,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P116232,1,ectos_binomial2,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P130233,1,ectos_binomial2,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P115976,1,ectos_binomial3,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P116172,1,ectos_binomial3,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P116232,1,ectos_binomial3,_
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,canopy,lowland_iquitos,Lanio_versicolor,P130233,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W120412,1,ectos_binomial,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130360,1,ectos_binomial,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130637,1,ectos_binomial,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130897,1,ectos_binomial,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130898,1,ectos_binomial,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130676,1,ectos_binomial,Philopteridae_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W120412,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130360,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130637,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130897,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130898,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130676,1,ectos_binomial2,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W120412,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130360,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130637,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130897,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130898,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,understory,lowland_iquitos,Iridosornis_jelskii,W130676,1,ectos_binomial3,_
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,understory,lowland_iquitos,Iridosornis_analis,TL120060,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,understory,lowland_iquitos,Iridosornis_analis,TL120062,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,understory,lowland_iquitos,Iridosornis_analis,TL120060,1,ectos_binomial2,_
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,understory,lowland_iquitos,Iridosornis_analis,TL120062,1,ectos_binomial2,_
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,understory,lowland_iquitos,Iridosornis_analis,TL120060,1,ectos_binomial3,_
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,understory,lowland_iquitos,Iridosornis_analis,TL120062,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,understory,lowland_iquitos,Hylophylax_naevius,P130187,0,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,understory,lowland_iquitos,Hylophylax_naevius,P130187,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,understory,lowland_iquitos,Hylophylax_naevius,P130187,0,ectos_binomial3,_
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,ground-understory,lowland_iquitos,Hyloctistes_subulatus,1036,1,ectos_binomial,Myrsidea_(ochrolaemi?)
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,ground-understory,lowland_iquitos,Hyloctistes_subulatus,1036,1,ectos_binomial2,_
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,ground-understory,lowland_iquitos,Hyloctistes_subulatus,1036,1,ectos_binomial3,_
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP110011,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP110028,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP121215,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP110011,1,ectos_binomial2,_
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP110028,1,ectos_binomial2,_
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP121215,1,ectos_binomial2,_
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP110011,1,ectos_binomial3,_
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP110028,1,ectos_binomial3,_
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,understory,lowland_iquitos,Hemispingus_melanotis,SP121215,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W130453,1,ectos_binomial,Myrsidea_new sp?
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W121001,1,ectos_binomial,Philopteridae_new sp?
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W121044,1,ectos_binomial,Philopteridae_new sp?
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W130453,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W121001,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W121044,1,ectos_binomial2,_
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W130453,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W121001,1,ectos_binomial3,_
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,understory,lowland_iquitos,Hemispingus_atropileus,W121044,1,ectos_binomial3,_
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,ground,lowland_iquitos,Haplospiza_rustica,W130850,0,ectos_binomial,Brueelia?_new sp?
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,ground,lowland_iquitos,Haplospiza_rustica,W130850,0,ectos_binomial2,_
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,ground,lowland_iquitos,Haplospiza_rustica,W130850,0,ectos_binomial3,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110049,1,ectos_binomial,Myrsidea_habiae?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110069,1,ectos_binomial,Myrsidea_habiae?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P116058,1,ectos_binomial,Myrsidea_habiae?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P116085,1,ectos_binomial,Myrsidea_habiae?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P120713,1,ectos_binomial,Myrsidea_habiae?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P120913,1,ectos_binomial,Myrsidea_habiae?
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110037,1,ectos_binomial,Myrsidea_habiae?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110049,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110069,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P116058,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P116085,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P120713,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P120913,1,ectos_binomial2,_
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110037,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110049,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110069,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P116058,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P116085,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P120713,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P120913,1,ectos_binomial3,_
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,midhigh,lowland_iquitos,Habia_rubica,P110037,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116005,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116150,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116152,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130180,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130298,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P121755,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116151,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130182,0,ectos_binomial,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P110256,0,ectos_binomial,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130155,0,ectos_binomial,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116005,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116150,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116152,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130180,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130298,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P121755,0,ectos_binomial2,Menoponidae_new sp?
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116151,0,ectos_binomial2,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130182,0,ectos_binomial2,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P110256,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130155,0,ectos_binomial2,Myrsidea_(milleri?)
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116005,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116150,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116152,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130180,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130298,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P121755,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P116151,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130182,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P110256,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,ground,lowland_iquitos,Gymnopithys_salvini,P130155,0,ectos_binomial3,_
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,P116231,1,ectos_binomial,Myrsidea_dalgleishi?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V33,1,ectos_binomial,Myrsidea_dalgleishi?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,1162,1,ectos_binomial,Myrsidea_dalgleishi?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M877,1,ectos_binomial,Myrsidea_dalgleishi?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,1018,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,1099,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,1256,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,892,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M493,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M499,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M513,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M515,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M517,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M519,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M549,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,M651,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,P121245,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,P121359,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,P130040,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V1229,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V1284,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V235,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V240,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V467,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V657,1,ectos_binomial,Rallicola_cephalosa?
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,canopy,lowland_iquitos,Glyphorynchus_spirurus,V691,1,ectos_binomial,Rallicola_cephalosa?
